id,first_name,last_name,position,affiliation,page_type,url
,Xizhao,Wang,PhD,Northwestern University,HOME,https://sites.google.com/view/xizhaowang/
,Zincy,Wei,PhD,Northwestern University,HOME,https://sites.northwestern.edu/zwt9130/
,Joseph,Battles,PhD,University of Chicago,HOME,https://econbattles.github.io/
,Aditya,Bhandari,PhD,University of Chicago,HOME,https://www.aditya-bhandari.com
,Filippo,Cavaleri,PhD,University of Chicago,HOME,https://filippocavaleri.github.io/
,Raman Singh,Chhina,PhD,University of Chicago,HOME,https://www.rschhina.com/
,Michael G.,Cuna,PhD,University of Chicago,HOME,https://mgcuna.github.io/website/
,Nimisha,Gupta,PhD,University of Chicago,HOME,https://sites.google.com/view/nimisha-gupta-2610/home
,Joanna,Harris Murphy,PhD,University of Chicago,HOME,https://www.joanna-harris-murphy.com/
,Faraz,Hayat,PhD,University of Chicago,HOME,https://farazhayat.com/
,Karan,Jain,PhD,University of Chicago,HOME,https://www.k-jain.com
,Edward,Jee,PhD,University of Chicago,HOME,https://edjeeongithub.github.io/
,Furkan,Kilic,PhD,University of Chicago,HOME,https://www.furkan-kilic.com/
,Xianglong,Kong,PhD,University of Chicago,HOME,https://xlkong96.github.io/website/
,Clara,Kyung,PhD,University of Chicago,HOME,https://ckyung.github.io/
,Chun Pong,Lau,PhD,University of Chicago,HOME,https://conroylau.github.io/
,Feng,Lin,PhD,University of Chicago,HOME,https://fenglin.site/
,Ashton,Pallottini,PhD,University of Chicago,HOME,https://ashtonpallottini.com
,Francesco,Ruggieri,PhD,University of Chicago,HOME,https://francescoruggieri.github.io/
,Haruka,Uchida,PhD,University of Chicago,HOME,https://haruka-uchida.github.io/
,Karen,Wu,PhD,University of Chicago,HOME,https://karen-a-wu.com/
,Ruoxuan,Wu,PhD,University of Chicago,HOME,https://rebeccawu96.github.io/
,Shijian,Yang,PhD,University of Chicago,HOME,https://www.shijianyang.com
,Nadia,Ali,PhD,Columbia University,HOME,https://sites.google.com/view/ali-nadia/home
,Nikhil,Basavappa,PhD,Columbia University,HOME,https://nikhilbasavappa.github.io/
,Giovanni,Bonfanti,PhD,Columbia University,HOME,https://sites.google.com/view/giovannibonfanti
,Luigi,Caloi,PhD,Columbia University,HOME,https://www.luigicaloi.com/
,Laura,Caron,PhD,Columbia University,HOME,https://laurakcaron.github.io/
,Jason,Chen,PhD,Columbia University,HOME,https://jasonjiaxingchen.github.io/
,Andrea,Ciccarone,PhD,Columbia University,HOME,https://andreaciccarone.github.io/
,Tushar,Kundu,PhD,Columbia University,HOME,https://tusharkundu.github.io/
,Tianhao,Liu,PhD,Columbia University,HOME,https://sites.google.com/view/tianhaoliuecon
,Kate,Musen,PhD,Columbia University,HOME,https://katemusen.com
,Ricardo,Pommer Munoz,PhD,Columbia University,HOME,https://pommermunoz.io/
,Ziyang,Shen,PhD,Columbia University,HOME,https://sites.google.com/view/ziyangshen
,Yifan,Shi,PhD,Columbia University,HOME,https://www.yifan-shi.com
,Shuhua,Si,PhD,Columbia University,HOME,https://sites.google.com/view/shuhuasi
,Hanyao,Zhang,PhD,Columbia University,HOME,https://www.hanyaozhang.com/
,Yangfan,Zhou,PhD,Columbia University,HOME,https://sites.google.com/view/yangfanzhou
,Diva,Astinova,PhD,New York University,HOME,https://sites.google.com/view/divaastinova
,Audrey,Azerot,PhD,New York University,HOME,https://sites.google.com/nyu.edu/audreyazerot/home
,Aya,Jibet,PhD,New York University,HOME,https://sites.google.com/nyu.edu/aya-jibet
,Brandon,Kaplowitz,PhD,New York University,HOME,https://www.bkaplowitz.com/
,Do Q,Lee,PhD,New York University,HOME,https://doqlee.github.io/
,Jiwon,Lee,PhD,New York University,HOME,https://jiwonlee.me/
,Yucheng,Lu,PhD,New York University,HOME,https://sites.google.com/nyu.edu/yuchenglu
,Fernando,Ochoa,PhD,New York University,HOME,https://nanoochoa.github.io/
,Helena,Pedrotti,PhD,New York University,HOME,https://helena-pedrotti.github.io/
,Young,Ahn,PhD,University of Pennsylvania,HOME,https://youngahn.com/
,Luigi,Falasconi,PhD,University of Pennsylvania,HOME,https://luigifalasconi.com
,Byunghoon,Kim,PhD,University of Pennsylvania,HOME,https://sites.google.com/view/byunghoonkim
,Ji Hwan,Kim,PhD,University of Pennsylvania,HOME,https://jihwankim1994.weebly.com/
,Josemaria,Larrain,PhD,University of Pennsylvania,HOME,https://www.josemarialarrain.com
,Siqi,Li,PhD,University of Pennsylvania,HOME,https://sites.google.com/view/siqili94/home
,Chinmay,Lohani,PhD,University of Pennsylvania,HOME,https://chinmaylohani.com/
,Alfonso,Maselli,PhD,University of Pennsylvania,HOME,https://sites.google.com/view/alfonsomaselli/home
,Alexander,Sawyer,PhD,University of Pennsylvania,HOME,https://sites.google.com/sas.upenn.edu/alexander-sawyer/home
,Ashley,Schwanebeck,PhD,University of Pennsylvania,HOME,https://www.ashleyschwanebeck.com/
,Javier,Tasso,PhD,University of Pennsylvania,HOME,https://javiertasso.github.io/
,Zach,Weingarten,PhD,University of Pennsylvania,HOME,https://www.zachweingarten.com/
,Ekaterina,Gurkova,PhD,"University of California, Los Angeles",HOME,https://ekaterinagurkova.com
,Jose Antonio,Inguanzo Gonzalez,PhD,"University of California, Los Angeles",HOME,https://www.joseinguanzo.com/
,Jonathan,Kowarski,PhD,"University of California, Los Angeles",HOME,https://sites.google.com/view/jonathan-kowarski
,Noah,Kwicklis,PhD,"University of California, Los Angeles",HOME,https://noahkwicklis.com
,James,Lee,PhD,"University of California, Los Angeles",HOME,https://www.jamesylee.org
,Aristotle,Magganas,PhD,"University of California, Los Angeles",HOME,https://sites.google.com/view/aristotle-magganas/home
,Antonio,Martner,PhD,"University of California, Los Angeles",HOME,https://amartner.github.io/
,Patrick,Molligo,PhD,"University of California, Los Angeles",HOME,https://www.patrickmolligo.com/
,Koki,Okumura,PhD,"University of California, Los Angeles",HOME,https://www.kokiokumura.com/
,Jiayin,Zhai,PhD,"University of California, Los Angeles",HOME,https://www.jiayinzhai.com/
,Fanwen,Zhu,PhD,"University of California, Los Angeles",HOME,https://fzhu23.wixsite.com/academic-bio
,Qize,Chen,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/qizechen
,Peter,Choi,PhD,University of Michigan,HOME,https://sites.google.com/view/peterjchoi
,Alvin,Christian,PhD,University of Michigan,HOME,https://www.alvinchristian.com
,Alexander,Fertig,PhD,University of Michigan,HOME,https://alexanderfertig.com/
,Ana Paula,Franco,PhD,University of Michigan,HOME,https://www.apfrancocarruitero.com
,Luciana,Galeano,PhD,University of Michigan,HOME,https://www.lucianagaleano.com/
,Erin,Gibson,PhD,University of Michigan,HOME,https://sites.google.com/view/erinpgibson
,Siyun,He,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/siyun-he
,Chandler,Inman,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/chandler-inman/home/
,Razi,Iqbal,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/view/razi-iqbal
,Andrew,Joung,PhD,University of Michigan,HOME,https://andrewjoung.com/
,Tammy Sunju,Lee,PhD,University of Michigan,HOME,https://tammysunjulee.github.io/personal
,Xiaomeng,Li,PhD,University of Michigan,HOME,https://www.xiaomengli.net/
,Nelson,Oviedo,PhD,University of Michigan,HOME,https://oviedonelson.github.io/
,Mary,Quiroga,PhD,University of Michigan,HOME,https://www.maryquiroga.com
,Shwetha,Raghuraman,PhD,University of Michigan,HOME,https://shwetha-raghuraman.github.io
,Jiaming,Soh,PhD,University of Michigan,HOME,https://www.jiamingsoh.com/
,David,Van Dijcke,PhD,University of Michigan,HOME,https://davidvandijcke.com
,Esteban,Verdugo,PhD,University of Michigan,HOME,https://everdugo.com
,Germano,Wallerstein,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/germano-wallerstein
,Eva,Wang,PhD,University of Michigan,HOME,https://www.evawang.net
,Yuyao,Wu,PhD,University of Michigan,HOME,https://sites.google.com/umich.edu/yuyaowu
,Meifeng,Yang,PhD,University of Michigan,HOME,https://www.meifengyang.com/
,Niaoniao,You,PhD,University of Michigan,HOME,https://www.niaoniaoyou.com/
,Sarah,Bass,PhD,University of Wisconsin-Madison,HOME,https://www.sarahjbass.com/
,Zhuoli,Chen,PhD,University of Wisconsin-Madison,HOME,https://zhuolichen.com/
,Yuan,Fang,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/yuanfang/home
,Zhiyang,Feng,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/wisc.edu/zhiyangfeng/home
,Andrea,Franco Hernandez,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/andreafrancohernandez/home
,Daniel,Gold,PhD,University of Wisconsin-Madison,HOME,https://danny-gold.com/
,Hanna,Han,PhD,University of Wisconsin-Madison,HOME,https://www.hannahan-econ.com/
,Yuqi,Jiang,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/angelajiang/
,Claire Kyu-yeon,Kim,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/clairekykim
,Katherine,Kwok,PhD,University of Wisconsin-Madison,HOME,https://www.katherinekwok.com/
,Giselle,Labrador-Badia,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/gisellelabrador-badia
,John C.,Lazzaro,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/wisc.edu/johnclazzaro/home
,Hyunkyeong,Lim,PhD,University of Wisconsin-Madison,HOME,https://www.hyun-lim.com/
,Anna,Lukianova,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/annalukianova/
,Yasumasa,Morito,PhD,University of Wisconsin-Madison,HOME,https://sites.google.com/view/yasumasa-morito/home
,Michael B.,Nattinger,PhD,University of Wisconsin-Madison,HOME,https://www.michaelnattinger.com/
,Kensuke,Sakamoto,PhD,University of Wisconsin-Madison,HOME,https://kensakamot.github.io/
,Andrew,Smith,PhD,University of Wisconsin-Madison,HOME,https://www.jasmiths.com/
,Arseniy,Stolyarov,PhD,University of Wisconsin-Madison,HOME,https://www.arseniystolyarov.com/
,Anya,Tarascina,PhD,University of Wisconsin-Madison,HOME,https://anyatarascina.com/
,Mitchell,Valdes-Bobes,PhD,University of Wisconsin-Madison,HOME,https://mitchv34.github.io/mitchv34.github.io-my-website/
,Alexander H.,von Hafften,PhD,University of Wisconsin-Madison,HOME,https://vonhafften.github.io/index.html
,Paulo,Antonacci,PhD,Duke University,HOME,https://pvantonacci.github.io
,Hanjoon,Ryu,PhD,Duke University,HOME,https://www.hanjoonryu.com/
,Hema,Shah,PhD,Duke University,HOME,https://www.hema-shah-econ.com/
,Yasin,Simsek,PhD,Duke University,HOME,https://yasin-simsek.github.io/
,Jeongsoo,Suh,PhD,Duke University,HOME,https://www.jeongsoosuh.com/
,Haoqi,Tong,PhD,Duke University,HOME,https://haoqitong.github.io/
,Barron,Tsai,PhD,Duke University,HOME,https://yhbarrontsai.github.io/
,Luke,Zhao,PhD,Duke University,HOME,https://lukehzhao.github.io/
,Teresa,Balestrini,PhD,University of Minnesota,HOME,https://www.teresabalestrini.com/
,Leonardo,Barreto,PhD,University of Minnesota,HOME,https://www.leonardo-barreto.com/
,Carlos,Bolivar,PhD,University of Minnesota,HOME,https://carlosbolivar.info/
,Francisco,Bullano,PhD,University of Minnesota,HOME,https://franciscobullano.com/
,Christian F.,Ellul,PhD,University of Minnesota,HOME,https://sites.google.com/view/christianellul/
,Juliana,Gamboa-Arbelaez,PhD,University of Minnesota,HOME,https://sites.google.com/view/juliana-gamboa-arbelaez/home
,Eftychia,Karfaki,PhD,University of Minnesota,HOME,https://sites.google.com/umn.edu/effie-karfaki/home
,Ioannis,Koutsonikolis,PhD,University of Minnesota,HOME,https://www.ikoutsonikolis.com/
,Christina,Shin,PhD,University of Minnesota,HOME,https://sites.google.com/view/christinashin
,Scott,Sommers,PhD,University of Minnesota,HOME,https://sites.google.com/view/scottsommers
,Bipul,Verma,PhD,University of Minnesota,HOME,https://www.bipulverma.com/
,Jacob,Wright,PhD,University of Minnesota,HOME,https://www.jacob-wright.me/
,Alexander,Wurdinger,PhD,University of Minnesota,HOME,https://sites.google.com/view/alexwurdinger/home
,Lieyuan,Yang,PhD,University of Minnesota,HOME,https://sites.google.com/umn.edu/lieyuanyang
,Francesco,Billari,PhD,Cornell University,HOME,https://sites.google.com/cornell.edu/francescobillari/about
,Lexin,Cai,PhD,Cornell University,HOME,https://lexincai.github.io/
,Neil,Cholli,PhD,Cornell University,HOME,https://www.neilcholli.com/about
,Ryan,Dycus,PhD,Cornell University,HOME,https://ryandycus.com/
,Senan,Hogan-Hennessy,PhD,Cornell University,HOME,https://shoganhennessy.github.io/
,Hyewon,Kim,PhD,Cornell University,HOME,https://hyewonkim-page.github.io/
,Yiqi,Liu,PhD,Cornell University,HOME,https://yiqi-liu.github.io/
,Enjie,Ma,PhD,Cornell University,HOME,https://enjiema.com/
,Roberta,Olivieri,PhD,Cornell University,HOME,https://sites.google.com/view/robertaolivieri/home
,Han,Pham,PhD,Cornell University,HOME,https://hanjuliapham.com/
,Adelson,Teh Ming Wei,PhD,Cornell University,HOME,https://sites.google.com/view/adelson
,David,Titus,PhD,Cornell University,HOME,https://davidwdtitus.github.io/davidtitus
,Hongyuan,Xia,PhD,Cornell University,HOME,https://hongyuan-xia.github.io/
,Sen,Zeng,PhD,Cornell University,HOME,https://sen-zeng.github.io/
,Bruno,Cardinale Lagomarsino,PhD,Brown University,HOME,https://www.brunocardinalelagomarsino.com/
,Tarana,Chauhan,PhD,Brown University,HOME,https://www.taranachauhan.com/
,Max,Garcia,PhD,Brown University,HOME,https://maxgarc.github.io/
,Gabrielle,Grafton,PhD,Brown University,HOME,https://sites.google.com/brown.edu/gabriellegrafton/home
,Bo-Yeon,Jang,PhD,Brown University,HOME,https://boyeon-jang.com/
,Steven,Lee,PhD,Brown University,HOME,https://sites.google.com/view/stevenslee
,Gyungbae,Park,PhD,Brown University,HOME,https://sites.google.com/brown.edu/gyungbaepark
,Moritz,Poll,PhD,Brown University,HOME,https://www.moritz-poll.com/
,Matt,Schaelling,PhD,Brown University,HOME,https://www.mattschaelling.com/
,Finn,Schüle,PhD,Brown University,HOME,https://www.finnschule.com/
,Jiayue,Zhang,PhD,Brown University,HOME,https://jzhangg.github.io/
,Arseniy,Braslavskiy,PhD,University of Maryland,HOME,https://arseniy.braslavskiy.com/
,Shuqing,Chen,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/shuqingchen
,Jenny Siqin,Ding,PhD,University of Maryland,HOME,https://www.dingsiqin.com/
,Kanat,Isakov,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/kisakov
,Weizheng,Lai,PhD,University of Maryland,HOME,https://laiwz.github.io/
,Ziqiao,Liu,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/ziqiao-liu
,Jorge Enrique,Perilla Garcia,PhD,University of Maryland,HOME,https://sites.google.com/view/jorge-perilla-garcia/
,R. Benjamin,Rodriguez,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/rbenjaminrodriguez/
,Giuliano,Simoncelli,PhD,University of Maryland,HOME,https://sites.google.com/view/giulianosimoncelli
,Qian,Wang,PhD,University of Maryland,HOME,https://qwang819.github.io/
,Sarah,Webb,PhD,University of Maryland,HOME,https://sarah-webb-econ.github.io/
,Yu Hung,Yaow,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/yaow
,Jonathan,Yu,PhD,University of Maryland,HOME,https://sites.google.com/umd.edu/econ-jmc-jonathan-yu/
,Francesco,Amodeo,PhD,"University of California, San Diego",HOME,https://sites.google.com/view/framodeo
,Fulvia,Budillon,PhD,"University of California, San Diego",HOME,https://www.fulviabudillon.com/
,Junyuan,Chen,PhD,"University of California, San Diego",HOME,https://junyuanchen.com/
,Wei-Lin,Chen,PhD,"University of California, San Diego",HOME,https://www.weilinchen.com/home
,Jay,Cizeski,PhD,"University of California, San Diego",HOME,https://www.jaycizeski.com/
,Paula,Donaldson,PhD,"University of California, San Diego",HOME,https://pauladonaldson.github.io/
,Cole,Dreier,PhD,"University of California, San Diego",HOME,https://sites.google.com/view/cole-dreier/
,Andre,Gray,PhD,"University of California, San Diego",HOME,https://andregra.github.io/
,Vikram,Jambulapati,PhD,"University of California, San Diego",HOME,https://acsweb.ucsd.edu/~vjambula/
,Anwita,Mahajan,PhD,"University of California, San Diego",HOME,https://www.anwitamahajan.com/
,Karna,Malaviya,PhD,"University of California, San Diego",HOME,https://karnamalaviya.github.io/
,Jordán,Mosqueda Juárez,PhD,"University of California, San Diego",HOME,https://jordanmosqueda.github.io/
,Jaeyeon,Shin,PhD,"University of California, San Diego",HOME,https://sites.google.com/ucsd.edu/jaeyeonshin
,Steven,Yee,PhD,"University of California, San Diego",HOME,https://sites.google.com/view/stevenyee
,Charoo,Anand,PhD,"University of California, Berkeley",HOME,https://www.charoo.net/
,Jakob,Brounstein,PhD,"University of California, Berkeley",HOME,https://jakobbrounstein.github.io/
,Catherine,Che,PhD,"University of California, Berkeley",HOME,https://cjche.github.io/
,Sydney,Costantini,PhD,"University of California, Berkeley",HOME,https://sydneycostantini.com
,Richard,Jin,PhD,"University of California, Berkeley",HOME,https://sites.google.com/view/richardjin
,Grady,Killeen,PhD,"University of California, Berkeley",HOME,https://gkilleen33.github.io/
,Wouter,Leenders,PhD,"University of California, Berkeley",HOME,https://wouterleenders.eu/
,Jun Ru,Lyu,PhD,"University of California, Berkeley",HOME,https://www.junrulyu.com/
,Emily,Martell,PhD,"University of California, Berkeley",HOME,https://www.emilymartell.com/
,Joan,Martinez,PhD,"University of California, Berkeley",HOME,https://joanjmartinez.com
,Alfredo,Mendoza-Fernandez,PhD,"University of California, Berkeley",HOME,https://sites.google.com/view/alfredo-mendoza-fernandez/home
,Bailey,Palmer,PhD,"University of California, Berkeley",HOME,https://baileypalmer.github.io/
,Matteo,Saccarola,PhD,"University of California, Berkeley",HOME,https://matteosaccarola.github.io/
,Will,Sandholtz,PhD,"University of California, Berkeley",HOME,https://willsandholtz.github.io/
,Elif,Tasar,PhD,"University of California, Berkeley",HOME,https://eliftasar.github.io/
,Anders,Yding,PhD,"University of California, Berkeley",HOME,https://andersyding.com
,Mingduo,Zhao,PhD,"University of California, Berkeley",HOME,https://mingduozhao.com/
,Pinjas,Albagli,PhD,London School of Economics,RES,https://palbagli.github.io/research/
,Paulo,Antonacci,PhD,Duke University,PUB,https://pvantonacci.github.io/publications/
,Maria Jose,Arteaga-Garavito,PhD,Bocconi University,RES,https://majoarteaga.github.io/research/
,Nikhil,Basavappa,PhD,Columbia University,PUB,https://nikhilbasavappa.github.io/publications/
,Nikhil,Basavappa,PhD,Columbia University,RES,https://nikhilbasavappa.github.io/research/
,Seda,Basihos,Post-Doc,University of Cambridge,RES,https://www.sedabasihos.com/research.html
,Lisa,Beihy Pacheco,PhD,London School of Economics,RES,https://lisabeihypacheco.github.io/research/
,Aditya,Bhandari,PhD,University of Chicago,RES,https://www.aditya-bhandari.com/research
,Adrian,Blattner,PhD,Stanford University,RES,https://www.adrianblattner.com/research
,Carlos,Bolivar,PhD,University of Minnesota,RES,https://carlosbolivar.info/research
,Arseniy,Braslavskiy,PhD,University of Maryland,PUB,https://arseniy.braslavskiy.com/publications/
,Arseniy,Braslavskiy,PhD,University of Maryland,RES,https://arseniy.braslavskiy.com/research/
,Lexin,Cai,PhD,Cornell University,RES,https://lexincai.github.io/research/
,Luigi,Caloi,PhD,Columbia University,RES,https://www.luigicaloi.com/research
,Laura,Caron,PhD,Columbia University,RES,https://laurakcaron.github.io/research/
,Jason,Chen,PhD,Columbia University,PUB,https://jasonjiaxingchen.github.io/publications/
,Junyuan,Chen,PhD,"University of California, San Diego",RES,https://junyuanchen.com/research/
,Adrien,Couturier,PhD,London School of Economics,RES,https://adriencouturier.com/research
,Alexander,Fertig,PhD,University of Michigan,RES,https://alexanderfertig.com/research
,Evan,Flack,PhD,Stanford University,RES,https://evanflack.com/research/
,Jonathan,Hartley,PhD,Stanford University,RES,http://www.jonathanhartley.net/research
,Nilmini,Herath,PhD,London School of Economics,RES,https://nilminiherath.com/research/
,Stephan,Hobler,PhD,London School of Economics,RES,https://sjhobler.github.io//research/
,Senan,Hogan-Hennessy,PhD,Cornell University,RES,https://shoganhennessy.github.io/research/
,Timothy,Hunt,PhD,University of Oxford,PUB,https://timothywhunt.github.io/publications/
,Karan,Jain,PhD,University of Chicago,RES,https://www.k-jain.com/research
,Edward,Jee,PhD,University of Chicago,RES,https://edjeeongithub.github.io/research/
,Andrew,Joung,PhD,University of Michigan,RES,https://andrewjoung.com/research.html
,Brandon,Kaplowitz,PhD,New York University,PUB,https://www.bkaplowitz.com/publications
,Furkan,Kilic,PhD,University of Chicago,RES,https://www.furkan-kilic.com/research.html
,Hyewon,Kim,PhD,Cornell University,PUB,https://hyewonkim-page.github.io/publications/
,Hyewon,Kim,PhD,Cornell University,RES,https://hyewonkim-page.github.io/research/
,Ji Hwan,Kim,PhD,University of Pennsylvania,RES,https://jihwankim1994.weebly.com/research.html
,Ananya,Kotia,PhD,London School of Economics,RES,https://ananyakotia.com/research/
,Do Q,Lee,PhD,New York University,PUB,https://doqlee.github.io/publications/
,Tammy Sunju,Lee,PhD,University of Michigan,RES,https://tammysunjulee.github.io/personal/research.html
,Feng,Lin,PhD,University of Chicago,RES,https://fenglin.site/research/
,Feng,Lin,PhD,University of Chicago,RES,https://fenglin.site/files/research/
,Xiaojie,Liu,PhD,Northwestern University,RES,https://xiaojieliu.weebly.com/research.html
,Yiqi,Liu,PhD,Cornell University,RES,https://yiqi-liu.github.io/research/
,Rosanne,Logeart,PhD,Paris School of Economics,PUB,https://rosannelogeart.github.io/publications/
,Rosanne,Logeart,PhD,Paris School of Economics,RES,https://rosannelogeart.github.io/research/
,Karna,Malaviya,PhD,"University of California, San Diego",PUB,https://karnamalaviya.github.io/publications/
,Karna,Malaviya,PhD,"University of California, San Diego",RES,https://karnamalaviya.github.io/research/
,Casey,McQuillan,PhD,Princeton University,RES,https://casey-mcquillan.github.io/research/
,Eugenia,Menaguale,PhD,Princeton University,PUB,https://eumena.github.io/publications/
,Eugenia,Menaguale,PhD,Princeton University,RES,https://eumena.github.io/research/
,Alberto,Nasi,PhD,Bocconi University,RES,https://albnasi.github.io/research
,Yann,Perdereau,PhD,Paris School of Economics,PUB,https://yannperdereau.github.io/publications/
,Eric,Qian,PhD,Princeton University,RES,https://www.eric-qian.com/research/
,Shwetha,Raghuraman,PhD,University of Michigan,RES,https://shwetha-raghuraman.github.io/research/
,Kevin,Ren,PhD,Northwestern University,RES,https://ren-kevin.github.io/research/
,Francesco,Ruggieri,PhD,University of Chicago,RES,https://francescoruggieri.github.io/research/
,Soroush,Sabet,PhD,London School of Economics,PUB,https://ssabet.github.io/publications/
,Matteo,Saccarola,PhD,"University of California, Berkeley",RES,https://matteosaccarola.github.io/research/
,Kensuke,Sakamoto,PhD,University of Wisconsin-Madison,PUB,https://kensakamot.github.io/publications/
,Kensuke,Sakamoto,PhD,University of Wisconsin-Madison,RES,https://kensakamot.github.io/research/
,Bas,Sanders,PhD,Harvard University,PUB,https://sandersbas.github.io/publications/
,Bas,Sanders,PhD,Harvard University,RES,https://sandersbas.github.io/research/
,Will,Sandholtz,PhD,"University of California, Berkeley",RES,https://willsandholtz.github.io/research/
,Vanessa,Schmidt,PhD,Berlin School of Economics,RES,https://vanessa-schmidt.com/research/
,Finn,Schüle,PhD,Brown University,RES,https://www.finnschule.com/papers/
,Marcelo,Sena,PhD,Stanford University,PUB,https://marcelosena.github.io/publications/
,Marcelo,Sena,PhD,Stanford University,WP,https://marcelosena.github.io/working_papers/
,Callum,Shaw,PhD,London School of Economics,RES,https://callum681.github.io/research/
,Nagisa,Tadjfar,PhD,Massachusetts Institute of Technology,RES,https://nagisatadjfar.github.io/research/
,Songyuan,Teng,PhD,Yale University,PUB,https://songyuan-teng.github.io/publications/
,Barron,Tsai,PhD,Duke University,RES,https://yhbarrontsai.github.io/research/
,Mitchell,Valdes-Bobes,PhD,University of Wisconsin-Madison,PUB,https://mitchv34.github.io/mitchv34.github.io-my-website/publications/
,Mitchell,Valdes-Bobes,PhD,University of Wisconsin-Madison,RES,https://mitchv34.github.io/mitchv34.github.io-my-website/research/
,Qian,Wang,PhD,University of Maryland,PUB,https://qwang819.github.io/publications/
,Qian,Wang,PhD,University of Maryland,RES,https://qwang819.github.io/research/
,Yaping,Wang,PhD,Barcelona School of Economics,RES,https://yapingw.github.io/research/
,Zach,Weingarten,PhD,University of Pennsylvania,RES,https://www.zachweingarten.com/research
,Robert,Wojciechowski,PhD,Barcelona School of Economics,RES,https://robertwojciechowski.github.io/research/
,Jacob,Wright,PhD,University of Minnesota,RES,https://www.jacob-wright.me/research
