id,first_name,last_name,position,affiliation,page_type,url
,Wojciech,Olszewski,Professor,Northwestern University,RES,https://sites.northwestern.edu/wol737/research/
,Philip J.,Reny,Professor,University of Chicago,HOME,https://sites.google.com/site/philipjreny/
,Philip J.,Reny,Professor,University of Chicago,RES,https://sites.google.com/site/philipjreny/research
,Ron,Siegel,Professor,Pennsylvania State University,HOME,https://sites.google.com/site/ronsiegel/home
,Takanori,Ida,Professor,Kyoto University,HOME,https://www.econ.kyoto-u.ac.jp/~ida/Ida-English.htm
,Takunori,Ishihara,Ass. Professor,Kyoto University of Advanced Science,HOME,https://www.takunori-ishihara.com/
,Takunori,Ishihara,Ass. Professor,Kyoto University of Advanced Science,RES,https://www.takunori-ishihara.com/research/
,Koichiro,Ito,Professor,University of Chicago,HOME,https://koichiroito.com/
,Daido,Kido,Ass. Professor,Otaru University of Commerce,HOME,https://daido-kido.netlify.app/
,Toru,Kitagawa,Professor,Brown University,HOME,https://sites.google.com/brown.edu/torukitagawa
,Toru,Kitagawa,Professor,Brown University,PUB,https://sites.google.com/brown.edu/torukitagawa/home/publication
,Shosei,Sakaguchi,Ass. Professor,University of Tokyo,HOME,https://sites.google.com/view/shoseisakaguchi/home
,Shosei,Sakaguchi,Ass. Professor,University of Tokyo,RES,https://sites.google.com/view/shoseisakaguchi/research
,Shusaku,Sasaki,Professor,University of Osaka,HOME,https://ssasaki.weebly.com/
,Loren,Brandt,Professor,University of Toronto,HOME,https://brandt.economics.utoronto.ca/
,Johannes,Van Biesebroeck,Professor,KU Leuven,HOME,https://sites.google.com/view/jovb/
,Yifan,Zhang,Professor,Chinese University of Hong Kong,HOME,https://www.yifanzhang.net/
,Yifan,Zhang,Professor,Chinese University of Hong Kong,RES,https://www.yifanzhang.net/research
,Eduardo,Hidalgo,PhD,University of Cologne,HOME,https://eduardo-hidalgo.weebly.com/
,Erik,Hornung,Professor,University of Cologne,HOME,https://sites.google.com/site/hornungecon/
,Pablo,Selaya,Ass. Professor,University of Copenhagen,HOME,https://web.econ.ku.dk/pabloselaya/
,Ye,Yuan,Ass. Professor,Peking University,HOME,https://yuanye-econ.github.io/
,Marion,Richard,Post-Doc,Nova School of Business and Economics,HOME,https://sites.google.com/view/marionrichard/home
,Oliver,Vanden Eynde,Professor,Paris School of Economics,HOME,https://personal.lse.ac.uk/vandeney/
,Rafael,Parfitt,Ass. Professor,Mackenzie University,HOME,https://sites.google.com/view/rafaelparfitt
,Salomon,Garcia-Villegas,Other,Banco de Espana,HOME,https://www.salomongarcia.com/
,Rodrigo,Heresi,Other,Central Bank of Chile,HOME,https://sites.google.com/view/rodrigo-heresi/
,Maria,Bas,Professor,University of Paris 1 Pantheon-Sorbonne,HOME,https://sites.google.com/site/basmaria80/
,Pamela,Bombarda,Ass. Professor,CY Cergy-Paris Universite,HOME,https://sites.google.com/site/pamelabombarda/
,Kieran,Byrne,PhD,Queen Mary University of London,HOME,https://kbyrne-econ.github.io/
,Florence,Kondylis,Other,World Bank,HOME,https://sites.google.com/site/decrgkondylis/
,John,Loeser,Other,World Bank,HOME,https://johnloeser.github.io/
,Stefan,Nikolic,Ass. Professor,Loughborough University,HOME,https://sites.google.com/view/stefannikolic/home
,Lisa,Cameron,Professor,University of Melbourne,HOME,https://sites.google.com/view/lisa-a-cameron/home
,Diana,Contreras Suarez,Other,University of Melbourne,HOME,https://sites.google.com/site/dianacontreras1/
,Diahhadi,Setyonaluri,Ass. Professor,Universitas Indonesia,HOME,https://sites.google.com/view/diahhadisetyonaluri/home
,Martina,Jakob,Post-Doc,University of Zurich,HOME,https://martinajakob.net/
,Aymo,Brunetti,Professor,University of Bern,HOME,https://www.aymobrunetti.ch/
,Julio,Acuna,Ass. Professor,University of Mississippi,HOME,https://www.julioacuna.com/
,Natalia,Candelo,Ass. Professor,CUNY Queens College,HOME,https://sites.google.com/site/nataliacandelolondono/
,Jingping,Gu,Ass. Professor,University of Arkansas,HOME,https://jgu.hosted.uark.edu/
,Sherry Xin,Li,Professor,University of Arkansas,HOME,https://sites.google.com/view/sherryli
,Caique,Melo,PhD,Bocconi University,HOME,https://sites.google.com/view/caiquemelo
,Wouter,Gelade,Other,National Bank of Belgium,HOME,https://sites.google.com/view/woutergelade/home
,Laurence,Go,Post-Doc,IAE-CSIC,HOME,https://www.laurencego.com/
,Dean,Karlan,Professor,Northwestern University,HOME,https://deankarlan.com/
,Utsav,Manjeer,Other,Meta,HOME,https://utsavmanjeer.com/
,Christopher,Udry,Professor,Northwestern University,HOME,https://sites.northwestern.edu/christopherudry/
,Maria,Padilla-Romo,Ass. Professor,University of Tennessee,HOME,https://sites.google.com/site/mariaspadillaromo/
,Cecilia,Peluffo,Ass. Professor,University of Florida,HOME,https://sites.google.com/view/ceciliapeluffo
,Huiyi,Chen,Ass. Professor,James Madison University,HOME,https://www.hui-yi-chen.com/
,Diogo,Baerlocher,Ass. Professor,University of South Florida,HOME,https://diogobaerlocher.github.io/
,Rodrigo,Schneider,Ass. Professor,Skidmore College,HOME,https://sites.google.com/view/rodrigoaraujoschneider
,Ruixue,Jia,Professor,UC San Diego,HOME,https://www.ruixuejia.com/
,Hongbin,Li,Professor,Stanford University,HOME,https://lhongbin.people.stanford.edu/
,Yu,Qin,Professor,National University of Singapore,HOME,https://qinyurain.weebly.com/
,Jing,Wu,Professor,Tsinghua University,HOME,https://sites.google.com/view/jing-wu-tsinghua-university
,Joshua W.,Deutschmann,Other,University of Chicago,HOME,https://jwdeutschmann.com/
,Tanguy,Bernard,Professor,University of Bordeaux,HOME,https://sites.google.com/view/tanguybernard/home
,Justin Jihao,Hong,Ass. Professor,Hong Kong University of Science and Technology,HOME,https://www.hjihao.org/
,Ralph,De Haas,Other,EBRD,HOME,https://ralphdehaas.com/
,Juan Pablo,Rud,Professor,Royal Holloway University of London,HOME,https://sites.google.com/view/juanpablorud/
,Damien,de Walque,Other,World Bank,HOME,https://sites.google.com/site/decrgdamiendewalque/home
,Heather,Schofield,Ass. Professor,Cornell University,HOME,https://heatherschofield.net/
,Vincent,Somville,Professor,NHH Norwegian School of Economics,HOME,https://sites.google.com/view/vincentsomville/home
,Jessica,Leight,Other,IFPRI,HOME,https://www.jessicaleight.com/
,Abhishek,Kumar,Ass. Professor,University of Southampton,HOME,https://sites.google.com/view/abhishekkumar/home
,Sushanta,Mallick,Professor,Queen Mary University of London,HOME,https://skmallick.busman.qmul.ac.uk/
,Dilip,Abreu,Professor,New York University,HOME,https://sites.google.com/view/dilipabreu
,Mihai,Manea,Professor,Stony Brook University,HOME,https://sites.google.com/view/mihaimanea
,Regis,Renault,Professor,CY Cergy Paris Universite,HOME,https://sites.google.com/site/homepageofregisrenault/
,Yan,Bai,Professor,University of Rochester,HOME,https://sites.google.com/site/yanbai06/
,Jose-Victor,Rios-Rull,Professor,University of Pennsylvania,HOME,https://www.sas.upenn.edu/~vr0j/
,Francesco,Celentano,Ass. Professor,University of Lausanne,HOME,https://sites.google.com/view/fcelentano
,Mark,Rempel,Ass. Professor,University of Toronto,HOME,https://markrempel.org/
,Lars Peter,Hansen,Professor,University of Chicago,HOME,https://larspeterhansen.org/
,Fabio,Maccheroni,Professor,Universita Bocconi,HOME,https://sites.google.com/site/fabiomaccheroni/
,Massimo,Marinacci,Professor,Universita Bocconi,HOME,https://sites.google.com/view/massimomarinacci/home-page
,Federico,Echenique,Professor,UC Berkeley,HOME,https://eml.berkeley.edu/~fechenique/
,Gerelt,Tserenjigmid,Ass. Professor,UC Santa Cruz,HOME,https://sites.google.com/site/gereltecon/
,Faruk,Gul,Professor,Princeton University,HOME,http://www.princeton.edu/~fgul/
,Wolfgang,Pesendorfer,Professor,Princeton University,HOME,https://sites.google.com/view/wolfgang-pesendorfer/home
,Botond,Koszegi,Professor,University of Bonn,HOME,https://www.wiwi.uni-bonn.de/koszegi/
,Philipp,Strack,Professor,Yale University,HOME,https://philippstrack.com/
,Ronja,Helensdotter,Post-Doc,MIT Sloan,HOME,https://www.ronjahelensdotter.com/
,Christopher L,House,Professor,University of Michigan,HOME,https://websites.umich.edu/~chouse/
,Christian,Proebsting,Ass. Professor,KU Leuven,HOME,https://sites.google.com/site/proebstingchristian/home
,Linda L,Tesar,Professor,University of Michigan,HOME,https://sites.lsa.umich.edu/ltesar/
,Philippe,Jehiel,Professor,Paris School of Economics,HOME,https://philippe-jehiel.enpc.fr/
,Giacomo,Weber,Post-Doc,Universita Bocconi,HOME,https://sites.google.com/view/giacomoweber
,Matthias,Kehrig,Ass. Professor,Duke University,HOME,https://sites.google.com/site/matthiaskehrig/
,Nicolas,Vincent,Professor,HEC Montreal,HOME,https://sites.google.com/view/nicolasvincent/home
,Spencer Y,Kwon,Ass. Professor,Brown University,HOME,https://www.spencerkwon.me/
,Johnny,Tang,Other,Harvard University,HOME,https://www.johnnytang.me/
,Stephan,Lauermann,Professor,University of Bonn,HOME,https://sites.google.com/site/slauerma/
,Asher,Wolinsky,Professor,Northwestern University,HOME,https://sites.northwestern.edu/wolinsky/
,Danielle,Li,Professor,MIT Sloan,HOME,https://danielle-li.github.io/
,Lindsey,Raymond,Post-Doc,Microsoft Research,HOME,https://www.lindseyrraymond.com/
,Harry,Pei,Ass. Professor,Northwestern University,HOME,https://sites.northwestern.edu/harrypei/
,Nancy,Qian,Professor,Northwestern University,HOME,https://nancyqian.org/
,Yuval,Salant,Professor,Northwestern University,HOME,https://www.kellogg.northwestern.edu/faculty/salant/personal/index.html
,Jorg L,Spenkuch,Ass. Professor,Northwestern University,HOME,https://jspenkuch.github.io/
,Ran,Spiegler,Professor,Tel Aviv University,HOME,https://www.ranspiegler.sites.tau.ac.il/
,Mathieu,Taschereau-Dumouchel,Ass. Professor,Cornell University,HOME,https://www.mathtd.info/
,Olivier,Coibion,Professor,University of Texas at Austin,HOME,https://sites.google.com/site/ocoibion/
,Olivier,Coibion,Professor,University of Texas at Austin,RES,https://sites.google.com/site/ocoibion/research
,Yuriy,Gorodnichenko,Professor,University of California Berkeley,HOME,https://eml.berkeley.edu/~ygorodni/
,Georgy,Egorov,Professor,Northwestern University,HOME,https://www.kellogg.northwestern.edu/faculty/egorov/main.html
,Sergei,Guriev,Professor,London Business School,HOME,https://sites.google.com/site/sguriev/
,Ekaterina,Zhuravskaya,Professor,Paris School of Economics,HOME,https://www.parisschoolofeconomics.com/zhuravskaya-ekaterina/
,Oriana,Bandiera,Professor,London School of Economics,HOME,https://orianabandiera.github.io/
,Niklas,Buehren,Other,World Bank,HOME,https://www.niklasbuehren.com/
,Imran,Rasul,Professor,University College London,HOME,https://www.imranrasul.com/
,Andrea,Smurra,Post-Doc,London School of Economics,HOME,https://www.andreasmurra.com/
,Andrea,Smurra,Post-Doc,London School of Economics,RES,https://www.andreasmurra.com/research
,Hsin-Tien,Tsai,Ass. Professor,National University of Singapore,HOME,https://sites.google.com/view/tsaihsintien/
,Bjorn,Brey,Ass. Professor,Norwegian School of Economics,HOME,https://sites.google.com/view/bjoernbrey/home
,Jake,Bradley,Ass. Professor,University of Nottingham,HOME,https://jakebradley.webflow.io/
,Axel,Gottfries,Ass. Professor,University of Edinburgh,HOME,https://sites.google.com/site/axelgottfries/
,Andre,Groeger,Ass. Professor,Universitat Autonoma de Barcelona,HOME,https://sites.google.com/site/andregroeger/
,Andre,Groeger,Ass. Professor,Universitat Autonoma de Barcelona,RES,https://sites.google.com/site/andregroeger/research
,Yanos,Zylberberg,Professor,University of Bristol,HOME,https://sites.google.com/site/yanoszylberberg/
,Fabian,Kosse,Professor,University of Wurzburg,HOME,https://sites.google.com/site/fabiankosse
,Fabian,Kosse,Professor,University of Wurzburg,PUB,https://sites.google.com/site/fabiankosse/research/publications
,Michela,Tincani,Ass. Professor,University College London,HOME,https://sites.google.com/site/mtincani/home
,Hamid,Firooz,Ass. Professor,North Carolina State University,HOME,https://sites.google.com/view/hamidfirooz/home
,Gunnar,Heins,Ass. Professor,University of Florida,HOME,https://sites.google.com/site/gunnarheins/
715,Abhishek,Kumar,,,PUB,https://sites.google.com/view/abhishekkumar/publications
715,Abhishek,Kumar,,,RES,https://sites.google.com/view/abhishekkumar/current-research
347,Alexia,Olaizola,,,RES,https://www.alexiaolaizola.com/research
620,Alessandra,Voena,,,RES,https://avoena.people.stanford.edu/research
631,Allison,Shertzer,,,RES,https://www.allisonshertzer.com/research/
686,Aymo,Brunetti,,,RES,https://www.aymobrunetti.ch/research/
762,Bjorn,Brey,,,RES,https://sites.google.com/view/bjoernbrey/research
731,Botond,Koszegi,,,PUB,https://www.wiwi.uni-bonn.de/koszegi/peer.html
731,Botond,Koszegi,,,PUB,https://www.wiwi.uni-bonn.de/koszegi/other_pub.html
691,Caique,Melo,,,RES,https://sites.google.com/view/caiquemelo/research
628,Carolina,Arteaga,,,RES,https://www.carolinaarteaga.com/research
609,Chao,Fu,,,RES,https://users.ssc.wisc.edu/~cfu/research.html
735,Christian,Proebsting,,,RES,https://sites.google.com/site/proebstingchristian/research
532,Christina,Shin,,,RES,https://sites.google.com/view/christinashin/jmp
532,Christina,Shin,,,RES,https://sites.google.com/view/christinashin/paper
396,Christopher,Sims,,,RES,https://sites.google.com/view/cwasims/research
696,Christopher,Udry,,,RES,https://sites.northwestern.edu/christopherudry/research/
619,Corinne,Low,,,RES,https://www.corinnelow.com/research
661,Daido,Kido,,,WP,https://daido-kido.netlify.app/research/working-paper
661,Daido,Kido,,,PUB,https://daido-kido.netlify.app/research/publication
711,Damien,de Walque,,,PUB,https://sites.google.com/site/decrgdamiendewalque/publications
711,Damien,de Walque,,,WP,https://sites.google.com/site/decrgdamiendewalque/working-papers
744,Danielle,Li,,,RES,https://danielle-li.github.io/research/
684,Diahhadi,Setyonaluri,,,RES,https://sites.google.com/view/diahhadisetyonaluri/research
683,Diana,Contreras Suarez,,,RES,https://sites.google.com/site/dianacontreras1/academic-research
683,Diana,Contreras Suarez,,,RES,https://sites.google.com/site/dianacontreras1/policy-research
667,Eduardo,Hidalgo,,,RES,https://eduardo-hidalgo.weebly.com/research.html
756,Ekaterina,Zhuravskaya,,,RES,https://www.parisschoolofeconomics.com/zhuravskaya-ekaterina/body/page2.html
725,Fabio,Maccheroni,,,PUB,https://sites.google.com/site/fabiomaccheroni/home/papers
725,Fabio,Maccheroni,,,WP,https://sites.google.com/site/fabiomaccheroni/home/manuscripts
727,Federico,Echenique,,,WP,https://eml.berkeley.edu/~fechenique/wp/index.html
727,Federico,Echenique,,,PUB,https://eml.berkeley.edu/~fechenique/published/index.html
679,Florence,Kondylis,,,RES,https://sites.google.com/site/decrgkondylis/publications
538,Francesco,Billari,,,RES,https://sites.google.com/cornell.edu/francescobillari/research
722,Francesco,Celentano,,,RES,https://sites.google.com/view/fcelentano/research
769,Hamid,Firooz,,,RES,https://sites.google.com/view/hamidfirooz/research
746,Harry,Pei,,,RES,https://sites.northwestern.edu/harrypei/research/
712,Heather,Schofield,,,RES,https://heatherschofield.net/research/
703,Hongbin,Li,,,PUB,https://lhongbin.people.stanford.edu/publications-0
703,Hongbin,Li,,,WP,https://lhongbin.people.stanford.edu/working-papers
694,Dean,Karlan,,,PUB,https://deankarlan.com/publications
549,David,Titus,,,RES,https://davidwdtitus.github.io/davidtitus/Research.html
761,Hsin-Tien,Tsai,,,RES,https://sites.google.com/view/tsaihsintien/research
699,Huiyi,Chen,,,RES,https://www.hui-yi-chen.com/research
759,Imran,Rasul,,,PUB,https://www.imranrasul.com/publications
759,Imran,Rasul,,,WP,https://www.imranrasul.com/working-papers
245,Jerome,Simons,,,RES,https://www.jeromesimons.com/res
714,Jessica,Leight,,,RES,https://www.jessicaleight.com/research.html
689,Jingping,Gu,,,RES,https://jgu.hosted.uark.edu/research.htm
666,Johannes,Van Biesebroeck,,,RES,https://sites.google.com/view/jovb/research
613,John N,Friedman,,,RES,https://sites.google.com/brown.edu/johnnfriedman/research
749,Jorg L,Spenkuch,,,PUB,https://jspenkuch.github.io/publications/
749,Jorg L,Spenkuch,,,WP,https://jspenkuch.github.io/working_papers/
721,Jose-Victor,Rios-Rull,,,RES,https://www.sas.upenn.edu/~vr0j/research.html
710,Juan Pablo,Rud,,,RES,https://sites.google.com/view/juanpablorud/research
636,Julien,Penasse,,,RES,https://sites.google.com/view/jpenasse/research
687,Julio,Acuna,,,RES,https://www.julioacuna.com/research
368,Kan,Yao,,,RES,https://kan-yao.com/research/
724,Lars Peter,Hansen,,,RES,https://larspeterhansen.org/research/
724,Lars Peter,Hansen,,,PUB,https://larspeterhansen.org/research/papers/
693,Laurence,Go,,,PUB,https://www.laurencego.com/publications
254,Lidia,Smitkova,,,RES,https://lidiasmitkova.com/?page_id=45
682,Lisa,Cameron,,,RES,https://sites.google.com/view/lisa-a-cameron/research-papers-and-briefs
682,Lisa,Cameron,,,PUB,https://sites.google.com/view/lisa-a-cameron/policy-papers-and-commentary
635,Luc,Laeven,,,RES,https://sites.google.com/site/laevenl/research
389,Ludovica,Mosillo,,,RES,https://ludovicamosillo.github.io/research/
676,Maria,Bas,,,RES,https://sites.google.com/site/basmaria80/research
697,Maria,Padilla-Romo,,,RES,https://sites.google.com/site/mariaspadillaromo/research
671,Marion,Richard,,,RES,https://sites.google.com/view/marionrichard/research
207,Mark,Bamba,,,RES,https://www.markbamba.com/research
723,Mark,Rempel,,,RES,https://markrempel.org/latest-research/
726,Massimo,Marinacci,,,PUB,https://sites.google.com/view/massimomarinacci/publications
726,Massimo,Marinacci,,,WP,https://sites.google.com/view/massimomarinacci/working-papers
738,Matthias,Kehrig,,,RES,https://sites.google.com/site/matthiaskehrig/research
654,Matthias,Schief,,,PUB,https://matthiasschief.com/publications.html
654,Matthias,Schief,,,WP,https://matthiasschief.com/work-in-progress.html
560,Matt,Schaelling,,,RES,https://www.mattschaelling.com/research/
626,Max,Risch,,,RES,https://www.maxrisch.com/research
768,Michela,Tincani,,,RES,https://sites.google.com/site/mtincani/home/research
688,Natalia,Candelo,,,PUB,https://sites.google.com/view/nataliacandelolondono/publications
688,Natalia,Candelo,,,WP,https://sites.google.com/view/nataliacandelolondono/research-in-progress
758,Niklas,Buehren,,,PUB,https://www.niklasbuehren.com/publications
758,Niklas,Buehren,,,WP,https://www.niklasbuehren.com/work-in-progress
747,Nancy,Qian,,,RES,https://nancyqian.org/research-cv
665,Loren,Brandt,,,RES,https://brandt.economics.utoronto.ca/research/
672,Oliver,Vanden Eynde,,,RES,https://personal.lse.ac.uk/vandeney/research.html
757,Oriana,Bandiera,,,PUB,https://orianabandiera.github.io/papers.html
669,Pablo,Selaya,,,PUB,https://web.econ.ku.dk/pabloselaya/publications.htm
669,Pablo,Selaya,,,RES,https://web.econ.ku.dk/pabloselaya/research.htm
677,Pamela,Bombarda,,,RES,https://sites.google.com/site/pamelabombarda/research
638,Patrick A,Testa,,,RES,https://www.patrickatesta.com/research
732,Philipp,Strack,,,RES,https://philippstrack.com/?tab=research
611,Raj,Chetty,,,PUB,https://rajchetty.com/publications/
673,Rafael,Parfitt,,,RES,https://sites.google.com/view/rafaelparfitt/research
709,Ralph,De Haas,,,PUB,https://ralphdehaas.com/publications/
709,Ralph,De Haas,,,WP,https://ralphdehaas.com/working-papers/
750,Ran,Spiegler,,,PUB,https://www.ranspiegler.sites.tau.ac.il/papers
675,Rodrigo,Heresi,,,RES,https://sites.google.com/view/rodrigo-heresi/research
701,Rodrigo,Schneider,,,RES,https://sites.google.com/view/rodrigoaraujoschneider/research
630,Ronan C,Lyons,,,RES,https://www.ronanlyons.com/research
733,Ronja,Helensdotter,,,WP,https://www.ronjahelensdotter.com/working-papers
702,Ruixue,Jia,,,PUB,https://www.ruixuejia.com/publications.html
702,Ruixue,Jia,,,WP,https://www.ruixuejia.com/working-papers.html
625,Nirupama L,Rao,,,RES,https://www.nirupamarao.org/research
674,Salomon,Garcia-Villegas,,,RES,https://www.salomongarcia.com/research-1
755,Sergei,Guriev,,,RES,https://sites.google.com/site/sguriev/research
633,Silvana,Tenreyro,,,RES,https://personal.lse.ac.uk/tenreyro/LGW.html
623,Sydnee,Caldwell,,,RES,https://www.sydneecaldwell.com/research
610,Teng,Li,,,RES,https://www.teng-li.com/research-1
713,Vincent,Somville,,,PUB,https://sites.google.com/view/vincentsomville/publications-and-wps
720,Yan,Bai,,,RES,https://sites.google.com/site/yanbai06/research
637,Yevhenii,Usenko,,,RES,https://www.yevheniiusenko.me/research.html
692,Wouter,Gelade,,,RES,https://sites.google.com/view/woutergelade/research-economics
695,Utsav,Manjeer,,,RES,https://utsavmanjeer.com/research/
681,Stefan,Nikolic,,,RES,https://sites.google.com/view/stefannikolic/research
192,Yuanhang,Yu,,,RES,https://sites.google.com/view/yuanhang-leo-yu/research
717,Dilip,Abreu,,,RES,https://sites.google.com/view/dilipabreu/research
131,John,Leahy,,,HOME,https://sites.google.com/umich.edu/johnleahy/home
718,Mihai,Manea,,,RES,https://sites.google.com/view/mihaimanea/research
154,Peter Hans,Matthews,,,RES,https://sites.google.com/middlebury.edu/peter-hans-matthews/research
146,Lukas,Menkhoff,,,RES,https://sites.google.com/view/lukas-menkhoff/research
71,Thomas,Mertens,,,WP,https://sites.google.com/site/thomasmichaelmertens/working-papers
71,Thomas,Mertens,,,PUB,https://sites.google.com/site/thomasmichaelmertens/published-papers
74,Pascual,Restrepo,,,RES,https://campuspress.yale.edu/pascualrestrepo/research/
74,Pascual,Restrepo,,,WP,https://campuspress.yale.edu/pascualrestrepo/work-in-progress/
68,P.,Rosenbaum,,,RES,https://sites.google.com/site/philrosenbaum/research
138,Jens,Ruhose,,,PUB,https://sites.google.com/site/jensruhose/publications
130,Luca,Sala,,,PUB,https://sites.google.com/view/luca-sala/publications
130,Luca,Sala,,,WP,https://sites.google.com/view/luca-sala/working-papers
111,Ingrid,Semb,,,RES,https://sites.google.com/view/ingrid-mikkelsen-semb/research
103,Maria,Silfa,,,RES,https://www.mariasilfa.com/research
52,L.,Stella,,,RES,https://www.lucastella.eu/research.html
129,Lars,Svensson,,,RES,https://larseosvensson.se/research/
118,Joris,Tielens,,,RES,https://sites.google.com/view/joris-tielens/research
116,Antonella,Trigari,,,RES,https://sites.google.com/view/antonellatrigari/research
728,Gerelt,Tserenjigmid,,,RES,https://sites.google.com/site/gereltecon/research
81,Laurence,van Lent,,,PUB,https://sites.google.com/view/laurence-van-lent/publications
81,Laurence,van Lent,,,WP,https://sites.google.com/view/laurence-van-lent/working-papers
47,S.,Voss,,,PUB,https://sites.google.com/view/simonvoss/research/published-papers
47,S.,Voss,,,WP,https://sites.google.com/view/simonvoss/research/working-papers
188,Peter,Ward-Griffin,,,HOME,https://sites.google.com/view/peterwardgriffin/bio
49,L.,Wren-Lewis,,,PUB,https://sites.google.com/site/liamwrenlewis/publications
104,Hye Young,You,,,RES,https://hyeyoungyou.com/research
57,M.,Zanardi,,,PUB,https://sites.google.com/view/mauriziozanardi/publications
57,M.,Zanardi,,,WP,https://sites.google.com/view/mauriziozanardi/ongoing-research
75,Tony,Zhang,,,RES,https://sites.google.com/view/tzhang0/academic-research
75,Tony,Zhang,,,PUB,https://sites.google.com/view/tzhang0/policy-writing
814,,Holz,Ass. Professor,University of Michigan Ford School of Public Policy,HOME,https://www.justinholz.com/
814,,Holz,Ass. Professor,University of Michigan Ford School of Public Policy,RES,https://www.justinholz.com/research
840,,Mogstad,Professor,University of Chicago,HOME,https://sites.google.com/site/magnemogstad/
840,,Mogstad,Professor,University of Chicago,PUB,https://sites.google.com/site/magnemogstad/home/publications
1411,Martin,A. Rossi,Professor,Universidad de San Andrés,HOME,https://sites.google.com/a/udesa.edu.ar/mrossi/
1411,Martin,A. Rossi,Professor,Universidad de San Andrés,PUB,https://sites.google.com/a/udesa.edu.ar/mrossi/research
2026,Jeffery,A. Jenkins,Professor,University of Southern California,HOME,https://sites.usc.edu/jajenkins/
2304,John,A. List,Professor,University of Chicago,HOME,https://voices.uchicago.edu/jlist/
2304,John,A. List,Professor,University of Chicago,RES,https://voices.uchicago.edu/jlist/research/
3400,Farida,Abdelsalam,PhD,Université Paris 1 Panthéon Sorbonne,HOME,https://sites.google.com/view/farida-abdelsalam
3418,Marion,A.J. Richard,Post-Doc,Nova School of Business and Economics,HOME,https://sites.google.com/view/marionrichard/
3418,Marion,A.J. Richard,Post-Doc,Nova School of Business and Economics,PUB,https://sites.google.com/view/marionrichard/research
3538,Matthew,A. Turner,Professor,Brown University,HOME,https://matthewturner.org/
3538,Matthew,A. Turner,Professor,Brown University,PUB,https://matthewturner.org/research.htm
3717,Jorge,Abad,Other,Banco de España,HOME,https://jorge-abad.github.io/
3971,Mary,A. Kroeger,Ass. Professor,University of North Carolina at Chapel Hill,HOME,https://mkroeger.github.io/
